title,brand,categories,manufacturer,department
"Panasonic 85"" 4K QLED webOS Series 7 (2024)",Panasonic,Electronics > Televisions,Panasonic,Electronics
Huawei 20 Plus 512GB/4GB 5G Smartphone (2024),Huawei,Electronics > Mobile Phones,Huawei,Electronics
"Bowers & Wilkins Wireless On-Ear Headphones with Multipoint & Hi-Res (2025), 24h Battery",Bowers & Wilkins,Electronics > Headphones,Bowers & Wilkins,Electronics
Amazfit Pro 49mm Smartwatch (2024) with SpO2 & ECG,Amazfit,Electronics > Watches,Amazfit,Electronics
"LG 43"" 8K QLED Google TV Series 7 (2024)",LG,Electronics > Televisions,LG,Electronics
Huawei 16 SE 256GB/16GB 5G Smartphone (2025),Huawei,Electronics > Mobile Phones,Huawei,Electronics
"Audio-Technica Wireless On-Ear Headphones with Multipoint & LDAC (2025), 60h Battery",Audio-Technica,Electronics > Headphones,Audio-Technica,Electronics
Coros Pro 45mm Smartwatch (2023) with GPS + Cellular & ECG,Coros,Electronics > Watches,Coros,Electronics
"Sony 85"" 8K QLED Fire TV Series 10 (2025)",Sony,Electronics > Televisions,Sony,Electronics
Samsung 15 Pro 512GB/4GB 5G Smartphone (2023),Samsung,Electronics > Mobile Phones,Samsung,Electronics
"Bose Wireless On-Ear Headphones with Low-Latency & ANC (2024), 20h Battery",Bose,Electronics > Headphones,Bose,Electronics
Coros Gen 3 40mm Smartwatch (2023) with AMOLED & SpO2,Coros,Electronics > Watches,Coros,Electronics
"LG 85"" 8K OLED Google TV Series 10 (2023)",LG,Electronics > Televisions,LG,Electronics
Vivo 19 SE 128GB/6GB 5G Smartphone (2025),Vivo,Electronics > Mobile Phones,Vivo,Electronics
"Sennheiser Wireless Over-Ear Headphones with ANC & LDAC (2024), 30h Battery",Sennheiser,Electronics > Headphones,Sennheiser,Electronics
Suunto Gen 7 44mm Smartwatch (2023) with SpO2 & Heart Rate,Suunto,Electronics > Watches,Suunto,Electronics
"Xiaomi 50"" 8K OLED Roku TV Series 10 (2025)",Xiaomi,Electronics > Televisions,Xiaomi,Electronics
Nokia 16 Ultra 512GB/16GB 5G Smartphone (2023),Nokia,Electronics > Mobile Phones,Nokia,Electronics
"Bose Wireless On-Ear Headphones with LDAC & Spatial Audio (2024), 40h Battery",Bose,Electronics > Headphones,Bose,Electronics
Garmin Active 40mm Smartwatch (2023) with GPS & SpO2,Garmin,Electronics > Watches,Garmin,Electronics
"Panasonic 55"" 4K OLED Fire TV Series 11 (2024)",Panasonic,Electronics > Televisions,Panasonic,Electronics
Motorola 16 Lite 512GB/8GB 5G Smartphone (2025),Motorola,Electronics > Mobile Phones,Motorola,Electronics
"JBL Wireless Over-Ear Headphones with Low-Latency & LDAC (2024), 24h Battery",JBL,Electronics > Headphones,JBL,Electronics
Coros Pro 45mm Smartwatch (2025) with GPS + Cellular & ECG,Coros,Electronics > Watches,Coros,Electronics
"Philips 65"" 8K QLED Smart TV Series 10 (2024)",Philips,Electronics > Televisions,Philips,Electronics
Oppo 20 Max 256GB/8GB 5G Smartphone (2025),Oppo,Electronics > Mobile Phones,Oppo,Electronics
"HyperX Wireless In-Ear Headphones with LDAC & Multipoint (2023), 24h Battery",HyperX,Electronics > Headphones,HyperX,Electronics
Garmin Classic 44mm Smartwatch (2025) with GPS & Heart Rate,Garmin,Electronics > Watches,Garmin,Electronics
"Vizio 55"" 4K OLED webOS Series 6 (2023)",Vizio,Electronics > Televisions,Vizio,Electronics
Apple 20 Lite 128GB/4GB 5G Smartphone (2024),Apple,Electronics > Mobile Phones,Apple,Electronics
"Apple Wireless Over-Ear Headphones with Spatial Audio & Multipoint (2023), 60h Battery",Apple,Electronics > Headphones,Apple,Electronics
Fitbit Sport 42mm Smartwatch (2023) with GPS & Heart Rate,Fitbit,Electronics > Watches,Fitbit,Electronics
"Panasonic 65"" 8K Mini-LED webOS Series 10 (2024)",Panasonic,Electronics > Televisions,Panasonic,Electronics
Infinix 12 Ultra 64GB/6GB 5G Smartphone (2023),Infinix,Electronics > Mobile Phones,Infinix,Electronics
"Apple Wireless On-Ear Headphones with ANC & Low-Latency (2023), 40h Battery",Apple,Electronics > Headphones,Apple,Electronics
Fitbit Gen 5 45mm Smartwatch (2025) with GPS & ECG,Fitbit,Electronics > Watches,Fitbit,Electronics
"TCL 65"" 4K OLED Fire TV Series 6 (2023)",TCL,Electronics > Televisions,TCL,Electronics
Motorola 23 Lite 128GB/12GB 5G Smartphone (2024),Motorola,Electronics > Mobile Phones,Motorola,Electronics
"SteelSeries Wireless On-Ear Headphones with LDAC & Hi-Res (2025), 60h Battery",SteelSeries,Electronics > Headphones,SteelSeries,Electronics
Apple Trail 47mm Smartwatch (2024) with SpO2 & GPS,Apple,Electronics > Watches,Apple,Electronics
"Vizio 85"" 4K Mini-LED webOS Series 11 (2023)",Vizio,Electronics > Televisions,Vizio,Electronics
Huawei 15 Lite 128GB/12GB 5G Smartphone (2024),Huawei,Electronics > Mobile Phones,Huawei,Electronics
"Sony Wireless Over-Ear Headphones with LDAC & Low-Latency (2024), 20h Battery",Sony,Electronics > Headphones,Sony,Electronics
Fitbit Sport 40mm Smartwatch (2025) with SpO2 & Heart Rate,Fitbit,Electronics > Watches,Fitbit,Electronics
"Sharp 50"" 4K Mini-LED Google TV Series 8 (2023)",Sharp,Electronics > Televisions,Sharp,Electronics
Samsung 22 Max 256GB/4GB 5G Smartphone (2023),Samsung,Electronics > Mobile Phones,Samsung,Electronics
"Beats Wireless In-Ear Headphones with Hi-Res & Low-Latency (2023), 20h Battery",Beats,Electronics > Headphones,Beats,Electronics
Suunto Classic 44mm Smartwatch (2024) with SpO2 & AMOLED,Suunto,Electronics > Watches,Suunto,Electronics
"TCL 43"" 8K OLED Fire TV Series 7 (2023)",TCL,Electronics > Televisions,TCL,Electronics
Apple 19 SE 512GB/16GB 5G Smartphone (2024),Apple,Electronics > Mobile Phones,Apple,Electronics
"Skullcandy Wireless In-Ear Headphones with Multipoint & Hi-Res (2023), 50h Battery",Skullcandy,Electronics > Headphones,Skullcandy,Electronics
Coros Active 44mm Smartwatch (2024) with ECG & Heart Rate,Coros,Electronics > Watches,Coros,Electronics
"Sharp 75"" 4K QLED Roku TV Series 8 (2023)",Sharp,Electronics > Televisions,Sharp,Electronics
Vivo 25 Ultra 256GB/12GB 5G Smartphone (2023),Vivo,Electronics > Mobile Phones,Vivo,Electronics
"SteelSeries Wireless In-Ear Headphones with Multipoint & Hi-Res (2025), 20h Battery",SteelSeries,Electronics > Headphones,SteelSeries,Electronics
Amazfit Gen 7 42mm Smartwatch (2025) with AMOLED & GPS,Amazfit,Electronics > Watches,Amazfit,Electronics
"Xiaomi 65"" 8K QLED Roku TV Series 9 (2023)",Xiaomi,Electronics > Televisions,Xiaomi,Electronics
Vivo 17 Plus 256GB/4GB 5G Smartphone (2023),Vivo,Electronics > Mobile Phones,Vivo,Electronics
"Skullcandy Wireless In-Ear Headphones with ANC & Spatial Audio (2023), 24h Battery",Skullcandy,Electronics > Headphones,Skullcandy,Electronics
Apple Classic 40mm Smartwatch (2023) with Heart Rate & GPS + Cellular,Apple,Electronics > Watches,Apple,Electronics
"Samsung 75"" 8K OLED Roku TV Series 10 (2025)",Samsung,Electronics > Televisions,Samsung,Electronics
Sony 16 Lite 256GB/6GB 5G Smartphone (2025),Sony,Electronics > Mobile Phones,Sony,Electronics
"HyperX Wireless Over-Ear Headphones with ANC & Hi-Res (2024), 60h Battery",HyperX,Electronics > Headphones,HyperX,Electronics
Samsung Pro 49mm Smartwatch (2025) with GPS & AMOLED,Samsung,Electronics > Watches,Samsung,Electronics
